2022/09/01;08:00;11.111.111-1
2022/09/01;08:11;22.222.222-2
2022/09/01;08:27;33.333.333-3
2022/09/01;08:50;44.444.444-4
2022/09/01;09:30;55.555.555-5
2022/09/01;18:00;11.111.111-1
2022/09/01;18:00;22.222.222-2
2022/09/01;18:00;33.333.333-3
2022/09/01;18:00;44.444.444-4
2022/09/01;18:00;55.555.555-5
2022/09/02;08:00;11.111.111-1
2022/09/02;08:00;22.222.222-2
2022/09/02;08:00;33.333.333-3
2022/09/02;08:00;44.444.444-4
2022/09/02;08:00;55.555.555-5
2022/09/02;18:00;11.111.111-1
2022/09/02;18:00;22.222.222-2
2022/09/02;18:00;33.333.333-3
2022/09/02;18:00;44.444.444-4
2022/09/02;18:00;55.555.555-5
2022/09/05;08:00;11.111.111-1
2022/09/05;08:00;22.222.222-2
2022/09/05;08:00;33.333.333-3
2022/09/05;08:00;44.444.444-4
2022/09/05;08:00;55.555.555-5
2022/09/05;18:00;11.111.111-1
2022/09/05;18:00;22.222.222-2
2022/09/05;18:00;33.333.333-3
2022/09/05;18:00;44.444.444-4
2022/09/05;18:00;55.555.555-5
2022/09/06;08:00;11.111.111-1
2022/09/06;08:00;22.222.222-2
2022/09/06;08:00;33.333.333-3
2022/09/06;08:00;44.444.444-4
2022/09/06;08:00;55.555.555-5
2022/09/06;18:00;11.111.111-1
2022/09/06;18:00;22.222.222-2
2022/09/06;18:00;33.333.333-3
2022/09/06;18:00;44.444.444-4
2022/09/06;18:00;55.555.555-5
2022/09/07;08:00;11.111.111-1
2022/09/07;08:00;22.222.222-2
2022/09/07;08:00;33.333.333-3
2022/09/07;08:00;44.444.444-4
2022/09/07;08:00;55.555.555-5
2022/09/07;18:00;11.111.111-1
2022/09/07;18:00;22.222.222-2
2022/09/07;18:00;33.333.333-3
2022/09/07;18:00;44.444.444-4
2022/09/07;18:00;55.555.555-5
2022/09/08;08:00;11.111.111-1
2022/09/08;08:00;22.222.222-2
2022/09/08;08:00;33.333.333-3
2022/09/08;08:00;44.444.444-4
2022/09/08;08:00;55.555.555-5
2022/09/08;18:00;11.111.111-1
2022/09/08;18:00;22.222.222-2
2022/09/08;18:00;33.333.333-3
2022/09/08;18:00;44.444.444-4
2022/09/08;18:00;55.555.555-5
2022/09/09;08:00;11.111.111-1
2022/09/09;08:00;22.222.222-2
2022/09/09;08:00;33.333.333-3
2022/09/09;08:00;44.444.444-4
2022/09/09;08:00;55.555.555-5
2022/09/09;18:00;11.111.111-1
2022/09/09;18:00;22.222.222-2
2022/09/09;18:00;33.333.333-3
2022/09/09;18:00;44.444.444-4
2022/09/09;18:00;55.555.555-5
2022/09/12;08:00;11.111.111-1
2022/09/12;08:00;22.222.222-2
2022/09/12;08:00;33.333.333-3
2022/09/12;08:00;44.444.444-4
2022/09/12;08:00;55.555.555-5
2022/09/12;18:00;11.111.111-1
2022/09/12;18:00;22.222.222-2
2022/09/12;18:00;33.333.333-3
2022/09/12;18:00;44.444.444-4
2022/09/12;18:00;55.555.555-5
2022/09/13;08:00;11.111.111-1
2022/09/13;08:00;22.222.222-2
2022/09/13;08:00;33.333.333-3
2022/09/13;08:00;44.444.444-4
2022/09/13;08:00;55.555.555-5
2022/09/13;18:00;11.111.111-1
2022/09/13;18:00;22.222.222-2
2022/09/13;18:00;33.333.333-3
2022/09/13;18:00;44.444.444-4
2022/09/13;18:00;55.555.555-5
2022/09/14;08:00;11.111.111-1
2022/09/14;08:00;22.222.222-2
2022/09/14;08:00;33.333.333-3
2022/09/14;08:00;44.444.444-4
2022/09/14;08:00;55.555.555-5
2022/09/14;18:00;11.111.111-1
2022/09/14;18:00;22.222.222-2
2022/09/14;18:00;33.333.333-3
2022/09/14;18:00;44.444.444-4
2022/09/14;18:00;55.555.555-5
2022/09/15;08:00;11.111.111-1
2022/09/15;08:00;22.222.222-2
2022/09/15;08:00;33.333.333-3
2022/09/15;08:00;44.444.444-4
2022/09/15;08:00;55.555.555-5
2022/09/15;18:00;11.111.111-1
2022/09/15;18:00;22.222.222-2
2022/09/15;18:00;33.333.333-3
2022/09/15;18:00;44.444.444-4
2022/09/15;18:00;55.555.555-5
2022/09/16;08:00;11.111.111-1
2022/09/16;08:00;22.222.222-2
2022/09/16;08:00;33.333.333-3
2022/09/16;08:00;44.444.444-4
2022/09/16;08:00;55.555.555-5
2022/09/16;18:00;11.111.111-1
2022/09/16;18:00;22.222.222-2
2022/09/16;18:00;33.333.333-3
2022/09/16;18:00;44.444.444-4
2022/09/16;18:00;55.555.555-5
2022/09/19;08:00;11.111.111-1
2022/09/19;08:00;22.222.222-2
2022/09/19;08:00;33.333.333-3
2022/09/19;08:00;44.444.444-4
2022/09/19;08:00;55.555.555-5
2022/09/19;18:00;11.111.111-1
2022/09/19;18:00;22.222.222-2
2022/09/19;18:00;33.333.333-3
2022/09/19;18:00;44.444.444-4
2022/09/19;18:00;55.555.555-5
2022/09/20;08:00;11.111.111-1
2022/09/20;08:00;22.222.222-2
2022/09/20;08:00;33.333.333-3
2022/09/20;08:00;44.444.444-4
2022/09/20;08:00;55.555.555-5
2022/09/20;18:00;11.111.111-1
2022/09/20;18:00;22.222.222-2
2022/09/20;18:00;33.333.333-3
2022/09/20;18:00;44.444.444-4
2022/09/20;18:00;55.555.555-5
2022/09/21;08:00;11.111.111-1
2022/09/21;08:00;22.222.222-2
2022/09/21;08:00;33.333.333-3
2022/09/21;08:00;44.444.444-4
2022/09/21;08:00;55.555.555-5
2022/09/21;18:00;11.111.111-1
2022/09/21;18:00;22.222.222-2
2022/09/21;18:00;33.333.333-3
2022/09/21;18:00;44.444.444-4
2022/09/21;18:00;55.555.555-5
2022/09/22;08:00;11.111.111-1
2022/09/22;08:00;22.222.222-2
2022/09/22;08:00;33.333.333-3
2022/09/22;08:00;44.444.444-4
2022/09/22;08:00;55.555.555-5
2022/09/22;18:00;11.111.111-1
2022/09/22;18:00;22.222.222-2
2022/09/22;18:00;33.333.333-3
2022/09/22;18:00;44.444.444-4
2022/09/22;18:00;55.555.555-5
2022/09/23;08:00;11.111.111-1
2022/09/23;08:00;22.222.222-2
2022/09/23;08:00;33.333.333-3
2022/09/23;08:00;44.444.444-4
2022/09/23;08:00;55.555.555-5
2022/09/23;18:00;11.111.111-1
2022/09/23;18:00;22.222.222-2
2022/09/23;18:00;33.333.333-3
2022/09/23;18:00;44.444.444-4
2022/09/23;18:00;55.555.555-5
2022/09/26;08:00;11.111.111-1
2022/09/26;08:00;22.222.222-2
2022/09/26;08:00;33.333.333-3
2022/09/26;08:00;44.444.444-4
2022/09/26;08:00;55.555.555-5
2022/09/26;18:00;11.111.111-1
2022/09/26;18:00;22.222.222-2
2022/09/26;18:00;33.333.333-3
2022/09/26;18:00;44.444.444-4
2022/09/26;18:00;55.555.555-5
2022/09/27;08:00;11.111.111-1
2022/09/27;08:00;22.222.222-2
2022/09/27;08:00;33.333.333-3
2022/09/27;08:00;44.444.444-4
2022/09/27;08:00;55.555.555-5
2022/09/27;18:00;11.111.111-1
2022/09/27;18:00;22.222.222-2
2022/09/27;18:00;33.333.333-3
2022/09/27;18:00;44.444.444-4
2022/09/27;18:00;55.555.555-5
2022/09/28;08:00;11.111.111-1
2022/09/28;08:00;22.222.222-2
2022/09/28;08:00;33.333.333-3
2022/09/28;08:00;44.444.444-4
2022/09/28;08:00;55.555.555-5
2022/09/28;18:00;11.111.111-1
2022/09/28;18:00;22.222.222-2
2022/09/28;18:00;33.333.333-3
2022/09/28;18:00;44.444.444-4
2022/09/28;18:00;55.555.555-5
2022/09/29;08:00;11.111.111-1
2022/09/29;08:00;22.222.222-2
2022/09/29;08:00;33.333.333-3
2022/09/29;08:00;44.444.444-4
2022/09/29;08:00;55.555.555-5
2022/09/29;18:00;11.111.111-1
2022/09/29;18:00;22.222.222-2
2022/09/29;18:00;33.333.333-3
2022/09/29;18:00;44.444.444-4
2022/09/29;18:00;55.555.555-5
2022/09/30;08:00;11.111.111-1
2022/09/30;08:00;22.222.222-2
2022/09/30;08:00;33.333.333-3
2022/09/30;08:00;44.444.444-4
2022/09/30;08:00;55.555.555-5
2022/09/30;18:00;11.111.111-1
2022/09/30;18:00;22.222.222-2
2022/09/30;18:00;33.333.333-3
2022/09/30;18:00;44.444.444-4
2022/09/30;18:00;55.555.555-5
